length,common_edges,common_nodes,common_edges_mean,common_nodes_mean
37062.01500803461,0.605,0.55,0.497675,0.54509
39464.25014557388,0.54,0.56,0.442605,0.53586
39865.99730154624,0.475,0.51,0.464255,0.5398299999999999
40472.2091583806,0.53,0.51,0.46949,0.5418200000000001
37643.99063448893,0.625,0.5,0.496505,0.54619
38551.03308584614,0.575,0.6,0.4843,0.5424000000000001
39082.446309832376,0.54,0.52,0.479535,0.54314
39507.08677522547,0.52,0.62,0.46972,0.53949
39388.67732443088,0.56,0.56,0.47136,0.54316
39630.739345708265,0.59,0.62,0.482295,0.53934
39060.314416252935,0.58,0.51,0.47291999999999995,0.54052
40475.266022424126,0.49,0.53,0.45066500000000004,0.5443300000000001
36730.30158987266,0.58,0.55,0.495985,0.54419
41780.65590725417,0.52,0.55,0.465275,0.5405500000000001
42834.32874320871,0.54,0.53,0.45462,0.53899
38644.295298640674,0.58,0.57,0.476755,0.54055
38517.67626327506,0.575,0.51,0.48349000000000003,0.54212
38534.48271996212,0.55,0.52,0.478575,0.54426
37962.12025607802,0.565,0.51,0.5053,0.54388
40809.78536426955,0.48,0.59,0.46073000000000003,0.5429
35425.59103945437,0.59,0.55,0.504215,0.54882
39822.862481379634,0.555,0.6,0.46983500000000006,0.5427799999999999
38121.82366477921,0.595,0.61,0.49960000000000004,0.54446
37356.60953678642,0.53,0.51,0.49507999999999996,0.5395699999999999
38845.357198981335,0.59,0.5,0.51183,0.54334
40872.24575554527,0.515,0.54,0.463865,0.54288
39252.81633098681,0.53,0.55,0.47533000000000003,0.54355
41918.880109595746,0.525,0.58,0.45434500000000005,0.5410600000000001
35648.567060119414,0.61,0.6,0.519745,0.54661
38061.78326612271,0.54,0.51,0.473675,0.5404100000000001
37574.48020163832,0.595,0.54,0.502435,0.54187
38598.51597645408,0.57,0.58,0.48201499999999997,0.54144
36038.942757237666,0.59,0.55,0.5073099999999999,0.5446599999999999
36393.07855507984,0.6,0.61,0.5134249999999999,0.54388
39624.86282555967,0.545,0.58,0.452465,0.54036
39820.30252298882,0.555,0.58,0.48343,0.54354
35754.43429503226,0.625,0.53,0.50058,0.5458800000000001
36183.737791171596,0.615,0.59,0.505835,0.54559
38980.85547977671,0.53,0.53,0.463365,0.54102
39017.90034271423,0.61,0.62,0.489675,0.54511
39257.938204366306,0.55,0.52,0.47170500000000004,0.53822
38624.996557493156,0.57,0.57,0.489225,0.5433399999999999
40495.540099060294,0.51,0.51,0.44946,0.54076
38884.036700563476,0.54,0.58,0.48368,0.5423
37293.973957589886,0.62,0.56,0.50574,0.5444000000000001
38108.658524278086,0.49,0.57,0.47417,0.5429200000000001
36862.432491364016,0.605,0.51,0.503215,0.5415599999999999
39888.50525706171,0.52,0.61,0.473105,0.5424200000000001
38522.413113103714,0.55,0.55,0.46941000000000005,0.5436400000000001
38639.574516370856,0.54,0.51,0.483335,0.54669
40115.554869892774,0.49,0.51,0.47084499999999996,0.5398
38252.69075268487,0.575,0.56,0.48472000000000004,0.5453600000000001
37045.445777043176,0.53,0.52,0.49589,0.54503
37381.7041090382,0.595,0.54,0.52112,0.54416
38202.57613075236,0.56,0.55,0.492085,0.53923
38028.81099137325,0.535,0.51,0.47957500000000003,0.54602
40673.112174705995,0.515,0.59,0.47082500000000005,0.5401200000000002
36553.0357875957,0.57,0.62,0.481645,0.54353
40276.825367738915,0.56,0.57,0.478065,0.5408999999999999
38690.3524761545,0.525,0.5,0.46882500000000005,0.5414100000000001
40766.846251033996,0.465,0.52,0.451635,0.5374099999999999
40104.37218756437,0.56,0.54,0.46744,0.53911
39855.152899653156,0.575,0.53,0.49254,0.5408099999999999
37165.25348992669,0.58,0.52,0.50683,0.5443300000000001
38228.04144529799,0.585,0.52,0.48020000000000007,0.54118
38824.881893969694,0.57,0.51,0.486665,0.54725
39671.38023294209,0.505,0.58,0.47237,0.5361
39330.476605079864,0.535,0.58,0.486665,0.54209
38902.5092693738,0.535,0.58,0.46988,0.54207
37980.4994160292,0.595,0.54,0.49683499999999997,0.5451100000000001
38984.4651400749,0.53,0.51,0.487255,0.54289
39750.72593949654,0.545,0.56,0.47176999999999997,0.542
38526.17767918859,0.59,0.58,0.500275,0.54303
37331.724053913335,0.625,0.57,0.502485,0.5390900000000001
38135.43536402742,0.605,0.54,0.5080650000000001,0.5460499999999999
39714.99134146526,0.555,0.55,0.481985,0.54047
38724.23776857227,0.59,0.55,0.49502999999999997,0.54046
38873.91107546837,0.565,0.56,0.48577,0.5383399999999999
38984.0402703891,0.525,0.54,0.45360500000000004,0.5414399999999999
39218.91808515844,0.545,0.58,0.46658,0.5452100000000001
39890.21303332639,0.59,0.55,0.487485,0.5411299999999999
37552.821346254976,0.525,0.63,0.48614999999999997,0.54544
39139.44822979522,0.515,0.54,0.46214,0.5435800000000001
39057.29364356303,0.57,0.56,0.48302,0.5425399999999999
40516.583986780555,0.52,0.58,0.459335,0.53952
38115.715064843636,0.565,0.52,0.48640999999999995,0.5453
40201.03242909524,0.5,0.54,0.46197000000000005,0.5418399999999999
36440.72383848595,0.56,0.62,0.496515,0.54402
38510.04259057868,0.59,0.54,0.47550500000000007,0.5404800000000001
36481.93989443788,0.56,0.56,0.49133,0.54335
38373.941880602404,0.63,0.55,0.48442,0.54149
37679.05463149832,0.53,0.52,0.476655,0.5415099999999999
39956.61881215526,0.505,0.55,0.46741,0.54139
38597.369609669215,0.52,0.51,0.48496999999999996,0.54268
39070.52590634597,0.52,0.55,0.44795,0.54181
39798.400466108236,0.54,0.53,0.477755,0.5411500000000001
38780.56819968922,0.555,0.52,0.473125,0.54344
41174.71742570983,0.47,0.55,0.44227999999999995,0.5401200000000002
38859.4696651854,0.565,0.5,0.47945,0.5406299999999998
39582.065433083044,0.53,0.52,0.46842500000000004,0.54169
37367.33028889455,0.635,0.53,0.509515,0.5423900000000001
39771.44247054628,0.56,0.54,0.482,0.5415800000000001
37248.716144163634,0.57,0.5,0.48595000000000005,0.54291
39126.19522250284,0.545,0.63,0.47489,0.54225
38797.80366210558,0.535,0.51,0.47329,0.5383199999999999
40023.63115975909,0.535,0.5,0.477145,0.5431900000000001
38760.14076329478,0.59,0.51,0.49289,0.54101
38487.14237150704,0.555,0.54,0.501135,0.54089
38989.3431978069,0.595,0.51,0.47870500000000005,0.54446
37031.19405421249,0.515,0.52,0.49232,0.54532
35639.17999779194,0.65,0.52,0.5186949999999999,0.54344
38250.619937786934,0.565,0.52,0.48947500000000005,0.54577
